County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Rains, Texas,"10,461",353,220,91,9
Randall, Texas,"118,180","4,281","1,929","2,490",172
Reagan, Texas,"3,314",141,68,25,3
Real, Texas,"3,256",55,91,12,15
Red River, Texas,"10,253","2,316",275,65,8
Reeves, Texas,"12,820",787,146,146,13
Refugio, Texas,"6,640",543,100,67,5
Roberts, Texas,838,15,15,4,1
Robertson, Texas,"12,627","3,696",253,135,19
Rockwall, Texas,"74,998","5,580","1,067","2,699",167
Runnels, Texas,"9,948",308,187,73,8
Rusk, Texas,"43,530","9,971",889,398,70
Sabine, Texas,"9,538",853,130,47,4
San Augustine, Texas,"6,733","2,071",114,47,3
San Jacinto, Texas,"23,833","3,031",484,201,38
San Patricio, Texas,"62,552","1,636",979,874,143
San Saba, Texas,"5,708",235,117,26,7
Schleicher, Texas,"3,183",67,36,12,5
Scurry, Texas,"15,905","1,003",266,152,27
Shackelford, Texas,"3,287",69,36,19,5
Shelby, Texas,"21,030","4,709",323,191,22
Sherman, Texas,"2,982",36,50,18,1
Smith, Texas,"170,819","40,377","2,837","3,607",325
Somervell, Texas,"8,332",150,199,94,19
Starr, Texas,"61,118",256,214,189,15
Stephens, Texas,"9,073",250,131,60,9
Sterling, Texas,"1,139",29,29,4,1
Stonewall, Texas,"1,382",64,31,15,0
Sutton, Texas,"3,857",48,44,16,3
Swisher, Texas,"7,084",691,167,41,8
Tarrant, Texas,"1,468,824","312,126","30,104","107,438","6,460"
Taylor, Texas,"119,362","11,967","2,303","3,364",387
Terrell, Texas,869,10,27,27,0
Terry, Texas,"11,757",714,186,83,13
Throckmorton, Texas,"1,577",17,20,8,1
Titus, Texas,"28,122","3,592",885,365,68
Tom Green, Texas,"105,292","6,152","1,934","2,055",316
Travis, Texas,"911,956","107,665","23,288","78,473","2,545"
Trinity, Texas,"12,728","1,435",191,97,11
Tyler, Texas,"18,747","2,580",273,107,19
Upshur, Texas,"35,824","3,863",737,301,47
Upton, Texas,"3,095",91,114,11,1
Uvalde, Texas,"25,925",385,378,212,40
Val Verde, Texas,"46,992","1,069",569,438,111
Van Zandt, Texas,"50,054","1,804",980,303,57
Victoria, Texas,"81,145","6,771","1,156","1,336",136
Walker, Texas,"51,377","16,106",869,985,128
Waller, Texas,"31,828","11,809",888,397,69
Ward, Texas,"10,095",633,227,100,18
Washington, Texas,"27,056","6,304",293,635,48
Webb, Texas,"254,142","2,031","1,772","1,985",182
Wharton, Texas,"34,683","6,159",385,263,36
Wheeler, Texas,"5,354",197,107,53,2
Wichita, Texas,"112,377","15,602","2,648","3,716",378
Wilbarger, Texas,"11,718","1,260",275,188,25
Willacy, Texas,"21,198",638,167,197,17
Williamson, Texas,"395,789","34,828","7,259","29,155","1,348"
Wilson, Texas,"42,899",976,756,324,52
Winkler, Texas,"6,954",247,172,44,1
Wise, Texas,"58,587","1,027","1,113",444,68
Wood, Texas,"39,396","2,268",691,300,53
Yoakum, Texas,"7,761",152,180,52,10
Young, Texas,"17,658",388,327,145,31
Zapata, Texas,"14,121",66,74,43,1
Zavala, Texas,"11,689",176,136,32,22
Beaver, Utah,"6,226",56,159,92,41
Box Elder, Utah,"48,780",400,996,782,179
Cache, Utah,"110,431","1,392","1,833","3,324",894
Carbon, Utah,"20,577",229,490,256,87
Daggett, Utah,"1,059",6,20,10,4
Davis, Utah,"300,979","6,355","3,725","9,646","3,442"
Duchesne, Utah,"18,093",178,"1,177",154,123
Emery, Utah,"10,700",73,142,69,25
Garfield, Utah,"4,910",47,131,54,21
Grand, Utah,"8,780",105,479,137,38
Iron, Utah,"44,688",459,"1,424",768,345
Juab, Utah,"10,135",86,176,61,41
Kane, Utah,"7,027",51,170,54,16
Millard, Utah,"12,153",117,303,129,34
Morgan, Utah,"9,688",58,69,66,24
Piute, Utah,"1,492",11,20,8,3
Rich, Utah,"2,246",6,26,9,3
Salt Lake, Utah,"972,408","27,353","21,556","48,698","22,423"
San Juan, Utah,"7,686",117,"7,317",105,42
Sanpete, Utah,"26,839",379,630,339,271
Sevier, Utah,"20,263",120,395,129,64
Summit, Utah,"36,794",372,393,769,93
Tooele, Utah,"57,851",768,"1,239",796,409
Uintah, Utah,"31,324",300,"3,121",338,191
Utah, Utah,"518,368","6,132","7,201","13,591","8,175"
Wasatch, Utah,"24,685",175,378,345,78
Washington, Utah,"138,340","1,809","3,487","2,039","1,930"
Wayne, Utah,"2,671",18,45,29,12
Weber, Utah,"225,428","5,289","4,912","5,513","1,464"
Addison, Vermont,"35,747",550,367,788,38
Bennington, Vermont,"35,892",486,324,411,41
Caledonia, Vermont,"30,444",336,418,326,13
Chittenden, Vermont,"149,506","4,624","1,451","6,064",158
Essex, Vermont,"6,134",57,84,43,2
Franklin, Vermont,"47,181",508,"1,193",385,39
Grand Isle, Vermont,"6,832",81,201,48,10
Lamoille, Vermont,"24,437",317,345,214,17
Orange, Vermont,"28,563",266,367,239,18
Orleans, Vermont,"26,682",308,386,167,24
Rutland, Vermont,"59,998",631,565,533,31
Washington, Vermont,"58,091",870,693,788,36
Windham, Vermont,"42,892",812,547,643,52
Windsor, Vermont,"55,063",572,638,711,53
Accomack, Virginia,"23,448","9,679",423,254,67
Albemarle, Virginia,"86,478","11,289",989,"5,777",176
Alleghany, Virginia,"15,301",920,104,78,16
Amelia, Virginia,"9,719","2,973",146,105,13
Amherst, Virginia,"25,791","6,516",512,311,40
Appomattox, Virginia,"12,042","3,211",98,74,13
Arlington, Virginia,"177,369","21,589","3,403","25,709",680
Augusta, Virginia,"69,961","3,446",479,586,49
Bath, Virginia,"4,415",257,30,23,0
Bedford, Virginia,"64,338","4,530",520,991,51
Bland, Virginia,"6,491",252,27,29,2
Botetourt, Virginia,"31,709","1,265",230,279,15
Brunswick, Virginia,"7,269","9,731",105,99,23
Buchanan, Virginia,"23,110",725,79,80,7
Buckingham, Virginia,"10,952","6,177",108,102,12
Campbell, Virginia,"46,371","8,473",454,685,65
Caroline, Virginia,"20,095","8,834",524,390,76
Carroll, Virginia,"29,514",320,164,99,21
Charles City, Virginia,"3,164","3,537",598,69,18
Charlotte, Virginia,"8,619","3,819",123,51,6
Chesterfield, Virginia,"234,785","79,310","4,264","13,821",647
Clarke, Virginia,"13,304",927,164,235,24
Craig, Virginia,"5,193",38,26,15,1
Culpeper, Virginia,"38,997","8,447",629,969,121
Cumberland, Virginia,"6,517","3,327",102,86,7
Dickenson, Virginia,"15,560",94,58,39,4
Dinwiddie, Virginia,"18,541","9,442",221,237,44
Essex, Virginia,"6,689","4,431",170,136,37
Fairfax, Virginia,"792,370","120,582","14,492","229,314","2,827"
Fauquier, Virginia,"59,568","6,384",732,"1,358",117
Floyd, Virginia,"15,030",383,101,105,11
Fluvanna, Virginia,"21,649","4,351",222,272,44
Franklin, Virginia,"51,088","5,074",441,373,48
Frederick, Virginia,"75,122","4,517",731,"1,398",126
Giles, Virginia,"16,601",343,92,88,9
Gloucester, Virginia,"33,193","3,556",474,512,61
Goochland, Virginia,"17,198","3,936",151,342,32
Grayson, Virginia,"14,790",414,92,37,7
Greene, Virginia,"17,135","1,492",154,371,18
Greensville, Virginia,"4,701","7,137",63,74,8
Halifax, Virginia,"22,392","13,365",230,231,15
Hanover, Virginia,"88,855","10,369",891,"1,923",111
Henrico, Virginia,"195,309","98,311","3,127","25,437",428
Henry, Virginia,"40,761","12,162",431,367,29
Highland, Virginia,"2,220",12,5,4,0
Isle of Wight, Virginia,"26,184","8,944",370,518,44
James City, Virginia,"57,532","10,198",719,"2,334",169
King and Queen, Virginia,"5,007","1,995",164,57,6
King George, Virginia,"19,640","4,770",354,542,60
King William, Virginia,"12,741","3,016",371,202,25
Lancaster, Virginia,"8,019","3,186",58,92,1
Lee, Virginia,"24,347","1,087",211,104,23
Loudoun, Virginia,"254,857","29,986","3,510","60,713",842
Louisa, Virginia,"27,349","6,246",328,267,59
Lunenburg, Virginia,"8,183","4,425",114,67,29
Madison, Virginia,"11,776","1,492",129,118,19
Mathews, Virginia,"8,034",865,103,66,15
Mecklenburg, Virginia,"20,072","11,583",248,377,45
Middlesex, Virginia,"8,765","2,049",106,81,12
Montgomery, Virginia,"85,635","4,573",723,"6,393",165
Nelson, Virginia,"12,769","2,035",151,119,13
New Kent, Virginia,"16,074","2,787",365,296,29
Northampton, Virginia,"7,621","4,580",95,127,34
Northumberland, Virginia,"9,136","3,177",90,69,21
Nottoway, Virginia,"9,450","6,364",165,99,30
Orange, Virginia,"29,115","5,018",358,511,90
Page, Virginia,"23,252",642,141,141,20
Patrick, Virginia,"17,219","1,201",128,76,15
Pittsylvania, Virginia,"48,551","14,089",410,358,56
Powhatan, Virginia,"24,140","3,903",184,217,25
Prince Edward, Virginia,"15,082","7,976",193,298,29
Prince George, Virginia,"23,732","12,631",562,941,203
Prince William, Virginia,"296,575","100,692","9,007","41,923","1,614"
Pulaski, Virginia,"32,648","2,111",234,272,20
Rappahannock, Virginia,"7,024",402,69,70,7
Richmond, Virginia,"6,194","2,836",84,74,7
Roanoke, Virginia,"84,717","5,840",568,"3,223",80
Rockbridge, Virginia,"21,455",768,267,192,14
Rockingham, Virginia,"74,847","1,979",820,718,55
Russell, Virginia,"28,036",346,146,90,7
Scott, Virginia,"22,468",233,129,72,17
Shenandoah, Virginia,"41,201","1,240",408,375,28
Smyth, Virginia,"30,916",828,186,181,14
Southampton, Virginia,"11,427","6,927",164,93,19
Spotsylvania, Virginia,"101,812","22,059","1,446","4,183",380
Stafford, Virginia,"104,982","26,260","2,048","5,888",419
Surry, Virginia,"3,678","3,127",76,46,5
Sussex, Virginia,"4,961","6,949",89,62,4
Tazewell, Virginia,"42,419","1,689",228,366,19
Warren, Virginia,"35,563","2,243",385,574,40
Washington, Virginia,"53,610",947,298,328,27
Westmoreland, Virginia,"12,360","5,097",268,193,19
Wise, Virginia,"38,500","2,292",204,228,15
Wythe, Virginia,"28,217","1,089",169,194,18
York, Virginia,"53,080","9,773",794,"4,507",248
Alexandria city, Virginia,"102,200","34,812","2,374","11,781",496
Bedford city, Virginia,"4,657","1,283",44,59,4
Bristol city, Virginia,"16,506","1,211",153,211,15
Buena Vista city, Virginia,"6,287",411,118,59,31
Charlottesville city, Virginia,"32,272","9,086",451,"3,475",106
Chesapeake city, Virginia,"150,150","72,164","2,814","10,100",582
Colonial Heights city, Virginia,"14,663","2,324",192,692,44
Covington city, Virginia,"5,007",833,50,58,4
Danville city, Virginia,"21,120","21,495",301,585,48
Emporia city, Virginia,"1,972","3,697",40,70,4
Fairfax city, Virginia,"18,240","1,529",396,"3,955",66
Falls Church city, Virginia,"11,219",794,152,"1,515",22
Franklin city, Virginia,"3,555","4,958",94,98,8
Fredericksburg city, Virginia,"19,634","7,099",434,"1,161",85
Galax city, Virginia,"6,399",529,55,56,25
Hampton city, Virginia,"63,282","71,295","2,330","4,603",451
Harrisonburg city, Virginia,"44,544","4,664",574,"2,494",143
Hopewell city, Virginia,"13,263","9,084",251,355,70
Lexington city, Virginia,"6,113",721,61,228,13
Lynchburg city, Virginia,"52,232","23,284",686,"2,556",143
Manassas city, Virginia,"31,435","7,114",847,"2,644",163
Manassas Park city, Virginia,"11,709","2,649",362,"1,683",74
Martinsville city, Virginia,"7,341","6,383",103,173,8
Newport News city, Virginia,"97,941","79,275","2,999","7,706",744
Norfolk city, Virginia,"127,795","110,738","4,121","11,636","1,056"
Norton city, Virginia,"3,714",331,33,76,4
Petersburg city, Virginia,"6,308","25,652",332,449,87
Poquoson city, Virginia,"11,651",191,98,343,8
Portsmouth city, Virginia,"42,586","53,291","1,359","1,906",259
Radford city, Virginia,"14,863","1,664",119,477,26
Richmond city, Virginia,"96,747","109,174","2,791","6,513",728
Roanoke city, Virginia,"66,949","30,036",981,"2,444",150
Salem city, Virginia,"22,586","2,099",175,579,22
Staunton city, Virginia,"20,698","3,303",179,307,33
Suffolk city, Virginia,"46,446","37,716",878,"2,107",162
Virginia Beach city, Virginia,"322,839","97,541","5,944","36,344","1,584"
Waynesboro city, Virginia,"18,309","2,923",239,280,26
Williamsburg city, Virginia,"11,920","2,469",148,"1,022",23
Winchester city, Virginia,"22,926","3,540",385,841,42
Adams, Washington,"17,533",324,"1,015",303,42
Asotin, Washington,"21,178",246,596,277,78
Benton, Washington,"171,361","4,346","4,310","6,985",669
Chelan, Washington,"70,742",843,"2,226","1,116",272
Clallam, Washington,"65,787","1,135","5,546","1,821",366
Clark, Washington,"400,326","14,245","10,505","26,010","5,276"
Columbia, Washington,"3,856",58,99,54,23
Cowlitz, Washington,"96,924","1,545","3,881","2,402",538
Douglas, Washington,"37,679",464,"1,217",677,179
Ferry, Washington,"6,264",114,"1,539",129,39
Franklin, Washington,"79,936","2,906","1,981","2,427",522
Garfield, Washington,"2,175",20,29,50,3
Grant, Washington,"86,870","2,127","2,879","1,491",258
Grays Harbor, Washington,"65,548","1,397","5,330","1,694",400
Island, Washington,"72,009","3,010","1,942","5,286",762
Jefferson, Washington,"28,209",461,"1,268",752,145
King, Washington,"1,515,453","162,610","47,555","362,852","25,862"
Kitsap, Washington,"225,635","11,203","9,155","19,922","4,452"
Kittitas, Washington,"39,603",745,"1,014","1,355",189
Klickitat, Washington,"19,741",202,930,284,73
Lewis, Washington,"72,574",970,"2,728","1,231",335
Lincoln, Washington,"10,139",88,353,111,27
Mason, Washington,"56,081","1,190","3,959","1,397",492
Okanogan, Washington,"35,400",473,"5,928",532,133
Pacific, Washington,"19,349",279,"1,059",574,62
Pend Oreille, Washington,"12,263",151,735,146,36
Pierce, Washington,"670,771","80,643","28,813","74,052","18,006"
San Juan, Washington,"15,337",163,337,283,37
Skagit, Washington,"110,840","1,824","4,901","3,331",607
Skamania, Washington,"10,776",142,393,156,45
Snohomish, Washington,"623,708","29,706","21,454","85,524","7,235"
Spokane, Washington,"445,336","14,498","15,099","16,510","3,552"
Stevens, Washington,"40,487",405,"3,399",539,200
Thurston, Washington,"228,809","12,097","8,806","19,676","3,958"
Wahkiakum, Washington,"3,885",46,101,48,23
Walla Walla, Washington,"56,212","1,499","1,378","1,431",362
Whatcom, Washington,"186,691","4,151","9,537","11,351","1,265"
Whitman, Washington,"41,284","1,345",888,"4,524",302
Yakima, Washington,"223,876","5,105","18,623","5,258","1,053"
Barbour, West Virginia,"16,546",266,211,74,11
Berkeley, West Virginia,"97,740","9,684",971,"1,565",139
Boone, West Virginia,"24,273",230,98,44,5
Braxton, West Virginia,"14,359",130,103,53,9
Brooke, West Virginia,"23,381",494,126,137,16
Cabell, West Virginia,"90,602","6,146",795,"1,423",85
Calhoun, West Virginia,"7,550",50,58,25,2
Clay, West Virginia,"9,236",52,60,23,6
Doddridge, West Virginia,"8,027",174,62,32,5
Fayette, West Virginia,"43,498","2,498",339,157,25
Gilmer, West Virginia,"7,473","1,168",152,68,15
Grant, West Virginia,"11,667",145,61,35,5
Greenbrier, West Virginia,"34,423","1,314",371,200,30
Hampshire, West Virginia,"23,297",393,164,103,20
Hancock, West Virginia,"29,483",992,190,143,15
Hardy, West Virginia,"13,258",449,87,162,4
Harrison, West Virginia,"67,429","1,663",580,502,42
Jackson, West Virginia,"28,991",236,205,119,11
Jefferson, West Virginia,"49,666","4,406",583,"1,194",101
Kanawha, West Virginia,"175,031","16,866","1,637","2,677",151
Lewis, West Virginia,"16,211",177,128,86,7
Lincoln, West Virginia,"21,559",98,105,49,3
Logan, West Virginia,"35,392",971,167,149,12
McDowell, West Virginia,"19,300","2,085",131,51,7
Marion, West Virginia,"54,382","2,450",431,428,41
Marshall, West Virginia,"32,263",357,179,174,15
Mason, West Virginia,"26,853",343,171,149,20
Mercer, West Virginia,"58,002","4,478",463,426,31
Mineral, West Virginia,"26,938","1,065",154,162,12
Mingo, West Virginia,"25,501",631,114,105,9
Monongalia, West Virginia,"93,313","4,722",617,"3,646",121
Monroe, West Virginia,"13,320",170,142,51,9
Morgan, West Virginia,"17,210",215,189,103,19
Nicholas, West Virginia,"25,995",137,255,103,12
Ohio, West Virginia,"41,968","2,171",288,480,46
Pendleton, West Virginia,"7,336",219,69,25,5
Pleasants, West Virginia,"7,447",132,60,18,2
Pocahontas, West Virginia,"8,566",114,81,17,4
Preston, West Virginia,"33,385",494,231,93,21
Putnam, West Virginia,"55,313",883,387,574,40
Raleigh, West Virginia,"71,633","7,168",748,961,80
Randolph, West Virginia,"28,787",503,205,146,14
Ritchie, West Virginia,"10,174",67,55,27,8
Roane, West Virginia,"14,561",90,103,70,8
Summers, West Virginia,"12,971",775,142,58,12
Taylor, West Virginia,"16,669",240,121,90,7
Tucker, West Virginia,"6,908",40,52,22,4
Tyler, West Virginia,"8,990",51,48,20,3
Upshur, West Virginia,"24,157",307,167,133,14
Wayne, West Virginia,"41,280",267,303,137,17
Webster, West Virginia,"8,953",60,52,40,6
Wetzel, West Virginia,"16,287",101,70,77,8
Wirt, West Virginia,"5,793",47,50,19,2
Wood, West Virginia,"84,857","1,649",651,709,75
Wyoming, West Virginia,"23,049",234,165,46,8
Adams, Wisconsin,"19,526",741,338,155,28
Ashland, Wisconsin,"14,004",161,"2,199",121,19
Barron, Wisconsin,"44,568",688,676,386,24
Bayfield, Wisconsin,"13,416",149,"1,843",84,11
Brown, Wisconsin,"230,870","8,655","9,917","8,573",399
Buffalo, Wisconsin,"13,209",102,98,54,5
Burnett, Wisconsin,"14,435",185,998,107,20
Calumet, Wisconsin,"48,019",518,453,"1,226",51
Chippewa, Wisconsin,"60,619","1,285",615,"1,009",48
Clark, Wisconsin,"33,963",251,335,198,22
Columbia, Wisconsin,"54,943","1,056",607,461,60
Crawford, Wisconsin,"16,080",360,92,102,18
Dane, Wisconsin,"447,114","33,818","5,374","29,696",671
Dodge, Wisconsin,"85,004","2,831",728,690,84
Door, Wisconsin,"27,225",289,330,167,14
Douglas, Wisconsin,"42,038",884,"1,572",556,49
Dunn, Wisconsin,"42,173",467,401,"1,359",42
Eau Claire, Wisconsin,"95,393","1,711","1,130","4,003",110
Florence, Wisconsin,"4,407",41,61,27,5
Fond du Lac, Wisconsin,"98,381","2,037","1,011","1,507",88
Forest, Wisconsin,"7,789",146,"1,436",54,20
Grant, Wisconsin,"49,861",770,271,477,26
Green, Wisconsin,"36,380",355,197,308,24
Green Lake, Wisconsin,"18,755",168,143,141,6
Iowa, Wisconsin,"23,458",209,118,188,13
Iron, Wisconsin,"5,869",30,85,30,3
Jackson, Wisconsin,"18,587",520,"1,564",124,43
Jefferson, Wisconsin,"82,524","1,154",721,851,59
Juneau, Wisconsin,"25,565",706,548,195,23
Kenosha, Wisconsin,"151,334","14,180","2,431","3,593",329
Kewaunee, Wisconsin,"20,350",139,196,113,22
La Crosse, Wisconsin,"108,839","2,575","1,030","5,573",99
Lafayette, Wisconsin,"16,619",97,146,96,5
Langlade, Wisconsin,"19,247",220,377,112,11
Lincoln, Wisconsin,"28,005",322,246,195,24
Manitowoc, Wisconsin,"77,554",836,909,"2,341",64
Marathon, Wisconsin,"125,289","1,689","1,324","8,033",125
Marinette, Wisconsin,"40,866",290,502,355,31
Marquette, Wisconsin,"14,943",141,161,99,4
Menominee, Wisconsin,591,54,"3,739",21,2
Milwaukee, Wisconsin,"647,194","275,284","16,603","40,182","1,171"
Monroe, Wisconsin,"43,549",844,792,477,58
Oconto, Wisconsin,"36,658",198,764,174,13
Oneida, Wisconsin,"34,979",283,647,266,17
Outagamie, Wisconsin,"167,782","3,113","4,229","6,441",193
Ozaukee, Wisconsin,"83,715","1,623",568,"2,089",71
Pepin, Wisconsin,"7,304",47,45,34,4
Pierce, Wisconsin,"39,984",441,390,509,32
Polk, Wisconsin,"42,711",317,717,308,32
Portage, Wisconsin,"67,490",832,609,"2,233",45
Price, Wisconsin,"13,622",103,155,107,58
Racine, Wisconsin,"168,426","25,144","2,249","2,962",259
Richland, Wisconsin,"17,481",163,132,139,16
Rock, Wisconsin,"149,302","10,162","1,726","2,432",200
Rusk, Wisconsin,"14,090",137,153,74,8
St. Croix, Wisconsin,"83,296","1,005",751,"1,272",65
Sauk, Wisconsin,"60,847",732,"1,170",550,46
Sawyer, Wisconsin,"13,584",176,"3,223",84,4
Shawano, Wisconsin,"37,958",301,"3,938",277,31
Sheboygan, Wisconsin,"106,887","2,571","1,053","5,966",97
Taylor, Wisconsin,"20,260",135,132,100,13
Trempealeau, Wisconsin,"28,911",211,288,195,22
Vernon, Wisconsin,"29,942",252,176,171,19
Vilas, Wisconsin,"18,786",118,"2,542",113,15
Walworth, Wisconsin,"100,328","1,651",943,"1,287",100
Washburn, Wisconsin,"15,468",121,371,119,10
Washington, Wisconsin,"129,085","1,961",915,"1,959",94
Waukesha, Wisconsin,"373,938","7,180","2,463","13,494",371
Waupaca, Wisconsin,"51,295",327,540,322,21
Waushara, Wisconsin,"23,635",597,329,152,25
Winnebago, Wisconsin,"159,719","4,384","1,968","5,010",173
Wood, Wisconsin,"71,746",843,927,"1,550",37
Albany, Wyoming,"35,117",833,688,"1,390",99
Big Horn, Wyoming,"11,456",147,239,74,8
Campbell, Wyoming,"46,407",611,"1,193",459,79
Carbon, Wyoming,"15,049",288,391,187,35
Converse, Wyoming,"13,659",186,250,99,30
Crook, Wyoming,"7,012",104,102,34,5
Fremont, Wyoming,"31,945",447,"9,436",331,59
Goshen, Wyoming,"13,305",195,210,92,27
Hot Springs, Wyoming,"4,703",46,119,40,8
Johnson, Wyoming,"8,319",127,173,78,8
Laramie, Wyoming,"88,978","3,935","2,046","1,823",299
Lincoln, Wyoming,"17,530",181,292,128,28
Natrona, Wyoming,"75,585","1,877","1,753",982,183
Niobrara, Wyoming,"2,424",30,52,17,1
Park, Wyoming,"28,092",339,473,294,49
Platte, Wyoming,"8,580",80,130,59,19
Sheridan, Wyoming,"28,629",371,646,308,54
Sublette, Wyoming,"10,031",163,201,128,15
Sweetwater, Wyoming,"43,377",941,940,570,105
Teton, Wyoming,"20,922",252,376,377,62
Uinta, Wyoming,"20,522",191,447,181,76
Washakie, Wyoming,"8,200",88,218,85,16
Weston, Wyoming,"6,880",92,190,42,8
